1690986304578949120,28.16889,-0.60748,1.33981,0.99833,-0.04562,-0.02357,0.02664,
1690986304779276032,28.39865,-0.62358,1.35962,0.99833,-0.03409,-0.03189,0.03408,
1690986304879593728,28.51884,-0.62927,1.34523,0.99761,-0.03757,-0.04839,0.03187,
1690986304979219200,28.63917,-0.63420,1.33691,0.99840,-0.03133,-0.04461,0.01484,
1690986305079433216,28.75824,-0.63945,1.34446,0.99950,-0.01114,-0.02975,-0.00006,
1690986305279619328,28.99756,-0.65658,1.35913,0.99968,-0.01532,-0.01775,-0.00924,
1690986305379406080,29.12306,-0.66782,1.34878,0.99903,-0.01871,-0.03922,-0.00727,
1690986305479456000,29.24568,-0.67880,1.33985,0.99856,-0.01675,-0.05083,0.00369,
1690986305579396096,29.36794,-0.68668,1.34561,0.99868,-0.02432,-0.04202,0.01681,
1690986305679402496,29.48890,-0.69248,1.35912,0.99892,-0.02113,-0.02319,0.03417,
